Pot ID,Drought or control,Moisture,Date
211319,C,9,08122022
211236,C,7,08122022
211172,C,8,08122022
211053,C,7,08122022
211060,C,13,08122022
211232,C,14,08122022
211105,C,16,08122022
211019,C,11,08122022
211038,C,12,08122022
211052,C,8,08122022
211134,C,12,08122022
211039,C,8,08122022
211095,C,7,08122022
211154,C,10,08122022
211234,C,7,08122022
211240,C,8,08122022
211311,C,8,08122022
211210,C,8,08122022
211281,C,8,08122022
211004,C,9,08122022
211175,C,8,08122022
211008,C,12,08122022
211064,C,7,08122022
211303,C,8,08122022
211173,C,7,08122022
211069,C,11,08122022
211336,C,9,08122022
211033,C,8,08122022
211205,C,8,08122022
211030,C,9,08122022
211194,C,20,08122022
211347,C,7,08122022
211068,C,7,08122022
211270,C,7,08122022
211091,C,8,08122022
211046,C,8,08122022
211015,C,7,08122022
211058,C,8,08122022
211335,C,8,08122022
211298,C,7,08122022
211097,C,7,08122022
211120,C,7,08122022
211231,C,10,08122022
211150,C,7,08122022
211186,C,9,08122022
211183,C,11,08122022
211118,C,7,08122022
211048,C,8,08122022
211078,C,8,08122022
211318,C,8,08122022
211284,C,17,08122022
211090,C,8,08122022
211073,C,8,08122022
211050,C,7,08122022
211108,C,7,08122022
211076,C,7,08122022
211260,C,8,08122022
211242,C,13,08122022
211283,C,8,08122022
211299,C,8,08122022
211035,C,8,08122022
211087,C,10,08122022
211013,C,8,08122022
211217,C,8,08122022
211197,C,7,08122022
211200,C,7,08122022
211264,C,7,08122022
211152,C,9,08122022
211065,C,8,08122022
211280,C,8,08122022
211088,C,7,08122022
211190,C,8,08122022
211266,C,8,08122022
211301,C,8,08122022
211277,C,7,08122022
211238,C,7,08122022
211158,C,9,08122022
211047,C,9,08122022
211122,C,7,08122022
211223,C,8,08122022
211180,C,8,08122022
211131,C,8,08122022
211093,C,9,08122022
211054,C,7,08122022
211269,C,9,08122022
211128,C,11,08122022
211179,C,8,08122022
211129,C,9,08122022
211006,C,9,08122022
211022,C,13,08122022
211104,C,7,08122022
211330,C,11,08122022
211178,C,7,08122022
211096,C,7,08122022
211021,C,7,08122022
211063,C,9,08122022
211109,C,7,08122022
211275,C,10,08122022
211009,C,8,08122022
211308,C,7,08122022
211112,C,20,08122022
211338,C,7,08122022
211161,C,7,08122022
211099,C,8,08122022
211111,C,8,08122022
211141,C,8,08122022
211165,C,8,08122022
211003,C,8,08122022
211333,C,13,08122022
211143,C,7,08122022
211312,C,7,08122022
211315,C,7,08122022
211051,C,8,08122022
211002,C,8,08122022
211253,C,7,08122022
211041,C,7,08122022
211218,C,7,08122022
211249,C,7,08122022
211220,C,7,08122022
211168,C,7,08122022
211123,C,8,08122022
211219,C,7,08122022
211005,C,7,08122022
211160,C,7,08122022
211037,D ,10,08122022
211344,D ,14,08122022
211135,D ,7,08122022
211062,D ,7,08122022
211314,D ,7,08122022
211177,D ,8,08122022
211337,D ,14,08122022
211082,D ,10,08122022
211085,D ,11,08122022
211346,D ,8,08122022
211334,D ,7,08122022
211169,D ,7,08122022
211010,D ,7,08122022
211024,D ,8,08122022
211206,D ,8,08122022
211282,D ,9,08122022
211305,D ,7,08122022
211216,D ,10,08122022
211233,D ,8,08122022
211155,D ,9,08122022
211028,D ,9,08122022
211310,D ,13,08122022
211162,D ,8,08122022
211208,D ,16,08122022
211225,D ,7,08122022
211083,D ,10,08122022
211127,D ,14,08122022
211181,D ,9,08122022
211126,D ,8,08122022
211252,D ,11,08122022
211193,D ,7,08122022
211237,D ,9,08122022
211156,D ,9,08122022
211140,D ,7,08122022
211272,D ,12,08122022
211040,D ,7,08122022
211192,D ,7,08122022
211130,D ,7,08122022
211189,D ,8,08122022
211201,D ,7,08122022
211227,D ,9,08122022
211157,D ,10,08122022
211213,D ,21,08122022
211106,D ,8,08122022
211167,D ,8,08122022
211159,D ,10,08122022
211287,D ,7,08122022
211084,D ,7,08122022
211045,D ,7,08122022
211061,D ,12,08122022
211042,D ,7,08122022
211056,D ,8,08122022
211080,D ,14,08122022
211211,D ,16,08122022
211261,D ,10,08122022
211327,D ,8,08122022
211278,D ,7,08122022
211029,D ,7,08122022
211147,D ,10,08122022
211125,D ,8,08122022
211331,D ,7,08122022
211317,D ,8,08122022
211081,D ,7,08122022
211012,D ,12,08122022
211257,D ,8,08122022
211016,D ,7,08122022
211262,D ,7,08122022
211214,D ,10,08122022
211263,D ,7,08122022
211244,D ,8,08122022
211286,D ,9,08122022
211074,D ,7,08122022
211258,D ,7,08122022
211251,D ,11,08122022
211209,D ,8,08122022
211212,D ,7,08122022
211300,D ,8,08122022
211228,D ,8,08122022
211110,D ,16,08122022
211202,D ,7,08122022
211114,D ,7,08122022
211079,D ,10,08122022
211119,D ,7,08122022
211007,D ,7,08122022
211113,D ,8,08122022
211171,D ,7,08122022
211117,D ,10,08122022
211241,D ,7,08122022
211248,D ,7,08122022
211324,D ,10,08122022
211071,D ,8,08122022
211072,D ,7,08122022
211101,D ,10,08122022
211182,D ,10,08122022
211259,D ,6,08122022
211070,D ,8,08122022
211094,D ,6,08122022
211132,D ,6,08122022
211276,D ,7,08122022
211092,D ,7,08122022
211027,D ,9,08122022
211226,D ,7,08122022
211026,D ,7,08122022
211043,D ,9,08122022
211086,D ,8,08122022
211254,D ,7,08122022
211164,D ,7,08122022
211292,D ,7,08122022
211089,D ,7,08122022
211247,D ,8,08122022
211032,D ,7,08122022
211195,D ,8,08122022
211057,D ,7,08122022
211273,D ,7,08122022
211289,D ,7,08122022
211274,D ,7,08122022
211059,D ,8,08122022
211145,D ,7,08122022
211011,D ,7,08122022
211100,D ,7,08122022
211142,D ,8,08122022
211146,D ,8,08122022
211271,D ,8,08122022
211049,D ,7,08122022
211198,D ,7,08122022
211329,D ,8,08122022
211098,D ,7,08122022
211187,D ,8,08122022
211285,D ,8,08122022
211077,D ,8,08122022
211316,D ,7,08122022
211291,D ,6,08122022
211031,D ,6,08122022
211328,D ,7,08122022
211116,D ,13,08122022
211222,D ,8,08122022
211121,D ,8,08122022
211170,D ,7,08122022
211267,D ,9,08122022
211139,D ,9,08122022
211230,D ,8,08122022
211239,D ,8,08122022
211018,D ,8,08122022
211321,D ,7,08122022
211138,D ,7,08122022
211133,D ,7,08122022
211107,D ,11,08122022
211203,D ,8,08122022
211293,D ,8,08122022
211174,D ,13,08122022
211221,D ,11,08122022
211020,D ,13,08122022
211313,D ,7,08122022
211296,D ,9,08122022
211137,D ,7,08122022
211185,D ,12,08122022
211001,D ,13,08122022
211044,D ,8,08122022
211332,D ,7,08122022
211017,D ,8,08122022
211297,D ,7,08122022
211144,D ,8,08122022
211302,D ,7,08122022
211067,D ,7,08122022
211224,C,7,08152022
211322,C,7,08152022
211207,C,7,08152022
211320,C,7,08152022
211149,C,9,08152022
211246,C,7,08152022
211326,C,9,08152022
211151,C,8,08152022
211323,C,8,08152022
211325,C,9,08152022
211102,C,7,08152022
211304,C,7,08152022
211204,C,10,08152022
211124,C,11,08152022
211034,C,11,08152022
211166,C,8,08152022
211103,C,8,08152022
211153,C,9,08152022
211148,C,14,08152022
211115,C,13,08152022
211075,C,7,08152022
211229,C,10,08152022
211245,C,7,08152022
211196,C,7,08152022
211250,C,19,08152022
211256,C,10,08152022
211265,C,8,08152022
211036,C,10,08152022
211268,C,7,08152022
211255,C,10,08152022
211191,C,22,08152022
211188,C,12,08152022
211279,C,19,08152022
211294,C,11,08152022
211184,C,15,08152022
211306,C,7,08152022
211215,C,13,08152022
211136,C,9,08152022
211243,C,7,08152022
211139,C,7,08152022
211066,C,8,08152022
211307,C,8,08152022
211288,C,17,08152022
211163,C,7,08152022
211199,C,7,08152022
211319,C,14,08152022
211236,C,7,08152022
211172,C,8,08152022
211053,C,8,08152022
211060,C,12,08152022
211232,C,11,08152022
211105,C,17,08152022
211019,C,8,08152022
211038,C,12,08152022
211052,C,10,08152022
211134,C,15,08152022
211039,C,8,08152022
211095,C,7,08152022
211154,C,10,08152022
211234,C,8,08152022
211240,C,17,08152022
211311,C,9,08152022
211210,C,9,08152022
211281,C,9,08152022
211004,C,17,08152022
211175,C,11,08152022
211008,C,18,08152022
211064,C,7,08152022
211303,C,9,08152022
211173,C,7,08152022
211069,C,12,08152022
211336,C,11,08152022
211033,C,8,08152022
211205,C,8,08152022
211030,C,9,08152022
211194,C,26,08152022
211347,C,8,08152022
211068,C,7,08152022
211270,C,7,08152022
211091,C,11,08152022
211046,C,8,08152022
211015,C,11,08152022
211058,C,8,08152022
211335,C,9,08152022
211298,C,7,08152022
211097,C,10,08152022
211120,C,11,08152022
211231,C,12,08152022
211150,C,8,08152022
211186,C,13,08152022
211183,C,11,08152022
211118,C,17,08152022
211048,C,10,08152022
211078,C,10,08152022
211318,C,11,08152022
211284,C,18,08152022
211090,C,7,08152022
211073,C,8,08152022
211050,C,7,08152022
211108,C,7,08152022
211076,C,7,08152022
211260,C,8,08152022
211242,C,14,08152022
211283,C,8,08152022
211299,C,8,08152022
211035,C,14,08152022
211087,C,10,08152022
211013,C,8,08152022
211217,C,8,08152022
211197,C,8,08152022
211200,C,9,08152022
211264,C,10,08152022
211152,C,11,08152022
211065,C,10,08152022
211280,C,8,08152022
211088,C,10,08152022
211190,C,10,08152022
211266,C,10,08152022
211301,C,19,08152022
211277,C,7,08152022
211238,C,7,08152022
211158,C,15,08152022
211047,C,22,08152022
211122,C,8,08152022
211223,C,13,08152022
211180,C,9,08152022
211131,C,8,08152022
211093,C,12,08152022
211054,C,10,08152022
211269,C,12,08152022
211128,C,17,08152022
211179,C,8,08152022
211129,C,10,08152022
211006,C,18,08152022
211022,C,13,08152022
211104,C,9,08152022
211330,C,12,08152022
211178,C,8,08152022
211096,C,7,08152022
211021,C,7,08152022
211063,C,9,08152022
211109,C,7,08152022
211275,C,12,08152022
211009,C,7,08152022
211308,C,7,08152022
211112,C,22,08152022
211338,C,7,08152022
211161,C,7,08152022
211099,C,8,08152022
211111,C,11,08152022
211141,C,8,08152022
211165,C,7,08152022
211003,C,7,08152022
211333,C,17,08152022
211143,C,7,08152022
211312,C,8,08152022
211315,C,7,08152022
211051,C,9,08152022
211002,C,14,08152022
211253,C,14,08152022
211041,C,7,08152022
211218,C,7,08152022
211249,C,7,08152022
211220,C,8,08152022
211168,C,14,08152022
211123,C,9,08152022
211219,C,8,08152022
211005,C,7,08152022
211160,C,7,08152022
211037,D ,10,08152022
211344,D ,15,08152022
211135,D ,7,08152022
211062,D ,7,08152022
211314,D ,7,08152022
211177,D ,8,08152022
211337,D ,18,08152022
211082,D ,21,08152022
211085,D ,11,08152022
211346,D ,8,08152022
211334,D ,7,08152022
211169,D ,7,08152022
211010,D ,8,08152022
211024,D ,8,08152022
211206,D ,8,08152022
211282,D ,7,08152022
211305,D ,8,08152022
211216,D ,12,08152022
211233,D ,8,08152022
211155,D ,11,08152022
211028,D ,10,08152022
211310,D ,13,08152022
211162,D ,11,08152022
211208,D ,18,08152022
211225,D ,11,08152022
211083,D ,11,08152022
211127,D ,19,08152022
211181,D ,8,08152022
211126,D ,10,08152022
211252,D ,17,08152022
211193,D ,8,08152022
211237,D ,14,08152022
211156,D ,19,08152022
211140,D ,7,08152022
211272,D ,11,08152022
211040,D ,7,08152022
211192,D ,7,08152022
211130,D ,7,08152022
211189,D ,10,08152022
211201,D ,7,08152022
211227,D ,10,08152022
211157,D ,11,08152022
211213,D ,21,08152022
211106,D ,11,08152022
211167,D ,8,08152022
211159,D ,10,08152022
211287,D ,10,08152022
211084,D ,11,08152022
211045,D ,8,08152022
211061,D ,15,08152022
211042,D ,8,08152022
211056,D ,8,08152022
211080,D ,15,08152022
211211,D ,18,08152022
211261,D ,11,08152022
211327,D ,10,08152022
211278,D ,7,08152022
211029,D ,10,08152022
211147,D ,7,08152022
211125,D ,7,08152022
211331,D ,8,08152022
211317,D ,8,08152022
211081,D ,8,08152022
211012,D ,16,08152022
211257,D ,9,08152022
211016,D ,8,08152022
211262,D ,8,08152022
211214,D ,10,08152022
211263,D ,7,08152022
211244,D ,7,08152022
211286,D ,16,08152022
211074,D ,11,08152022
211258,D ,7,08152022
211251,D ,7,08152022
211209,D ,15,08152022
211212,D ,7,08152022
211300,D ,8,08152022
211228,D ,9,08152022
211110,D ,7,08152022
211202,D ,23,08152022
211114,D ,7,08152022
211079,D ,11,08152022
211119,D ,9,08152022
211007,D ,7,08152022
211113,D ,16,08152022
211171,D ,7,08152022
211117,D ,9,08152022
211241,D ,7,08152022
211248,D ,7,08152022
211324,D ,12,08152022
211071,D ,9,08152022
211072,D ,8,08152022
211101,D ,10,08152022
211182,D ,10,08152022
211259,D ,7,08152022
211070,D ,9,08152022
211094,D ,7,08152022
211132,D ,7,08152022
211276,D ,7,08152022
211092,D ,7,08152022
211027,D ,7,08152022
211226,D ,7,08152022
211026,D ,8,08152022
211043,D ,7,08152022
211086,D ,9,08152022
211254,D ,9,08152022
211164,D ,9,08152022
211292,D ,7,08152022
211089,D ,7,08152022
211247,D ,9,08152022
211032,D ,7,08152022
211195,D ,7,08152022
211057,D ,9,08152022
211273,D ,7,08152022
211289,D ,7,08152022
211274,D ,7,08152022
211059,D ,9,08152022
211145,D ,7,08152022
211011,D ,7,08152022
211100,D ,17,08152022
211142,D ,9,08152022
211146,D ,8,08152022
211271,D ,8,08152022
211049,D ,8,08152022
211198,D ,7,08152022
211329,D ,8,08152022
211098,D ,8,08152022
211187,D ,11,08152022
211285,D ,7,08152022
211077,D ,7,08152022
211316,D ,12,08152022
211291,D ,18,08152022
211031,D ,8,08152022
211328,D ,7,08152022
211116,D ,17,08152022
211222,D ,9,08152022
211121,D ,8,08152022
211170,D ,7,08152022
211267,D ,8,08152022
211139,D ,12,08152022
211230,D ,8,08152022
211239,D ,9,08152022
211018,D ,11,08152022
211321,D ,10,08152022
211138,D ,9,08152022
211133,D ,7,08152022
211107,D ,18,08152022
211203,D ,10,08152022
211293,D ,9,08152022
211174,D ,16,08152022
211221,D ,12,08152022
211020,D ,11,08152022
211313,D ,8,08152022
211296,D ,10,08152022
211137,D ,10,08152022
211185,D ,12,08152022
211001,D ,12,08152022
211044,D ,9,08152022
211332,D ,7,08152022
211017,D ,9,08152022
211297,D ,7,08152022
211144,D ,8,08152022
211302,D ,9,08152022
211067,D ,8,08152022
211224,C,9,08182022
211322,C,10,08182022
211207,C,8,08182022
211320,C,8,08182022
211149,C,9,08182022
211246,C,11,08182022
211326,C,9,08182022
211151,C,10,08182022
211323,C,7,08182022
211325,C,7,08182022
211102,C,7,08182022
211304,C,7,08182022
211204,C,8,08182022
211124,C,10,08182022
211034,C,7,08182022
211166,C,8,08182022
211103,C,7,08182022
211153,C,9,08182022
211148,C,10,08182022
211115,C,14,08182022
211075,C,12,08182022
211229,C,8,08182022
211245,C,9,08182022
211196,C,8,08182022
211250,C,15,08182022
211256,C,11,08182022
211265,C,8,08182022
211036,C,9,08182022
211268,C,7,08182022
211255,C,10,08182022
211191,C,17,08182022
211188,C,13,08182022
211279,C,17,08182022
211294,C,12,08182022
211184,C,7,08182022
211306,C,7,08182022
211215,C,10,08182022
211136,C,9,08182022
211243,C,8,08182022
211139,C,7,08182022
211066,C,10,08182022
211307,C,7,08182022
211288,C,14,08182022
211163,C,7,08182022
211199,C,7,08182022
211319,C,12,08182022
211236,C,8,08182022
211172,C,9,08182022
211053,C,9,08182022
211060,C,15,08182022
211232,C,15,08182022
211105,C,19,08182022
211019,C,16,08182022
211038,C,11,08182022
211052,C,11,08182022
211134,C,16,08182022
211039,C,8,08182022
211095,C,7,08182022
211154,C,12,08182022
211234,C,8,08182022
211240,C,14,08182022
211311,C,7,08182022
211210,C,8,08182022
211281,C,8,08182022
211004,C,15,08182022
211175,C,11,08182022
211008,C,18,08182022
211064,C,7,08182022
211303,C,8,08182022
211173,C,7,08182022
211069,C,11,08182022
211336,C,12,08182022
211033,C,8,08182022
211205,C,9,08182022
211030,C,11,08182022
211194,C,22,08182022
211347,C,8,08182022
211068,C,8,08182022
211270,C,7,08182022
211091,C,8,08182022
211046,C,8,08182022
211015,C,9,08182022
211058,C,8,08182022
211335,C,9,08182022
211298,C,7,08182022
211097,C,10,08182022
211120,C,12,08182022
211231,C,13,08182022
211150,C,6,08182022
211186,C,9,08182022
211183,C,9,08182022
211118,C,16,08182022
211048,C,15,08182022
211078,C,8,08182022
211318,C,9,08182022
211284,C,21,08182022
211090,C,8,08182022
211073,C,9,08182022
211050,C,7,08182022
211108,C,8,08182022
211076,C,11,08182022
211260,C,10,08182022
211242,C,11,08182022
211283,C,7,08182022
211299,C,7,08182022
211035,C,14,08182022
211087,C,10,08182022
211013,C,9,08182022
211217,C,8,08182022
211197,C,10,08182022
211200,C,7,08182022
211264,C,16,08182022
211152,C,10,08182022
211065,C,14,08182022
211280,C,8,08182022
211088,C,16,08182022
211190,C,14,08182022
211266,C,13,08182022
211301,C,17,08182022
211277,C,7,08182022
211238,C,7,08182022
211158,C,14,08182022
211047,C,19,08182022
211122,C,8,08182022
211223,C,13,08182022
211180,C,8,08182022
211131,C,9,08182022
211093,C,10,08182022
211054,C,10,08182022
211269,C,12,08182022
211128,C,15,08182022
211179,C,9,08182022
211129,C,14,08182022
211006,C,17,08182022
211022,C,14,08182022
211104,C,10,08182022
211330,C,12,08182022
211178,C,7,08182022
211096,C,8,08182022
211021,C,7,08182022
211063,C,8,08182022
211109,C,8,08182022
211275,C,14,08182022
211009,C,8,08182022
211308,C,7,08182022
211112,C,24,08182022
211338,C,8,08182022
211161,C,9,08182022
211099,C,15,08182022
211111,C,16,08182022
211141,C,9,08182022
211165,C,8,08182022
211003,C,7,08182022
211333,C,15,08182022
211143,C,7,08182022
211312,C,7,08182022
211315,C,9,08182022
211051,C,8,08182022
211002,C,13,08182022
211253,C,14,08182022
211041,C,7,08182022
211218,C,8,08182022
211249,C,7,08182022
211220,C,10,08182022
211168,C,15,08182022
211123,C,7,08182022
211219,C,7,08182022
211005,C,7,08182022
211160,C,8,08182022
211037,D ,9,08182022
211344,D ,13,08182022
211135,D ,7,08182022
211062,D ,8,08182022
211314,D ,7,08182022
211177,D ,8,08182022
211337,D ,13,08182022
211082,D ,17,08182022
211085,D ,11,08182022
211346,D ,8,08182022
211334,D ,8,08182022
211169,D ,7,08182022
211010,D ,7,08182022
211024,D ,9,08182022
211206,D ,8,08182022
211282,D ,8,08182022
211305,D ,7,08182022
211216,D ,16,08182022
211233,D ,7,08182022
211155,D ,15,08182022
211028,D ,7,08182022
211310,D ,15,08182022
211162,D ,7,08182022
211208,D ,17,08182022
211225,D ,7,08182022
211083,D ,8,08182022
211127,D ,17,08182022
211181,D ,7,08182022
211126,D ,12,08182022
211252,D ,18,08182022
211193,D ,7,08182022
211237,D ,13,08182022
211156,D ,16,08182022
211140,D ,7,08182022
211272,D ,11,08182022
211040,D ,8,08182022
211192,D ,7,08182022
211130,D ,8,08182022
211189,D ,10,08182022
211201,D ,7,08182022
211227,D ,8,08182022
211157,D ,10,08182022
211213,D ,25,08182022
211106,D ,14,08182022
211167,D ,7,08182022
211159,D ,9,08182022
211287,D ,7,08182022
211084,D ,13,08182022
211045,D ,8,08182022
211061,D ,15,08182022
211042,D ,7,08182022
211056,D ,7,08182022
211080,D ,15,08182022
211211,D ,17,08182022
211261,D ,7,08182022
211327,D ,7,08182022
211278,D ,8,08182022
211029,D ,7,08182022
211147,D ,9,08182022
211125,D ,7,08182022
211331,D ,7,08182022
211317,D ,7,08182022
211081,D ,7,08182022
211012,D ,14,08182022
211257,D ,7,08182022
211016,D ,9,08182022
211262,D ,7,08182022
211214,D ,10,08182022
211263,D ,7,08182022
211244,D ,7,08182022
211286,D ,7,08182022
211074,D ,7,08182022
211258,D ,7,08182022
211251,D ,7,08182022
211209,D ,10,08182022
211212,D ,7,08182022
211300,D ,7,08182022
211228,D ,7,08182022
211110,D ,7,08182022
211202,D ,18,08182022
211114,D ,7,08182022
211079,D ,10,08182022
211119,D ,7,08182022
211007,D ,7,08182022
211113,D ,10,08182022
211171,D ,7,08182022
211117,D ,7,08182022
211241,D ,7,08182022
211248,D ,7,08182022
211324,D ,12,08182022
211071,D ,8,08182022
211072,D ,9,08182022
211101,D ,10,08182022
211182,D ,9,08182022
211259,D ,7,08182022
211070,D ,7,08182022
211094,D ,7,08182022
211132,D ,7,08182022
211276,D ,7,08182022
211092,D ,7,08182022
211027,D ,7,08182022
211226,D ,7,08182022
211026,D ,11,08182022
211043,D ,7,08182022
211086,D ,9,08182022
211254,D ,8,08182022
211164,D ,7,08182022
211292,D ,7,08182022
211089,D ,7,08182022
211247,D ,8,08182022
211032,D ,7,08182022
211195,D ,7,08182022
211057,D ,8,08182022
211273,D ,11,08182022
211289,D ,7,08182022
211274,D ,7,08182022
211059,D ,11,08182022
211145,D ,7,08182022
211011,D ,7,08182022
211100,D ,16,08182022
211142,D ,8,08182022
211146,D ,11,08182022
211271,D ,7,08182022
211049,D ,8,08182022
211198,D ,7,08182022
211329,D ,7,08182022
211098,D ,7,08182022
211187,D ,10,08182022
211285,D ,7,08182022
211077,D ,8,08182022
211316,D ,12,08182022
211291,D ,14,08182022
211031,D ,7,08182022
211328,D ,7,08182022
211116,D ,18,08182022
211222,D ,9,08182022
211121,D ,8,08182022
211170,D ,8,08182022
211267,D ,10,08182022
211139,D ,9,08182022
211230,D ,8,08182022
211239,D ,8,08182022
211018,D ,11,08182022
211321,D ,8,08182022
211138,D ,8,08182022
211133,D ,7,08182022
211107,D ,17,08182022
211203,D ,7,08182022
211293,D ,8,08182022
211174,D ,15,08182022
211221,D ,12,08182022
211020,D ,9,08182022
211313,D ,7,08182022
211296,D ,10,08182022
211137,D ,9,08182022
211185,D ,11,08182022
211001,D ,17,08182022
211044,D ,10,08182022
211332,D ,7,08182022
211017,D ,8,08182022
211297,D ,8,08182022
211144,D ,9,08182022
211302,D ,9,08182022
211067,D ,9,08182022
211224,C,9,08222022
211322,C,11,08222022
211207,C,7,08222022
211320,C,7,08222022
211149,C,14,08222022
211246,C,14,08222022
211326,C,11,08222022
211151,C,9,08222022
211323,C,8,08222022
211325,C,7,08222022
211102,C,7,08222022
211304,C,7,08222022
211204,C,8,08222022
211124,C,11,08222022
211034,C,7,08222022
211166,C,8,08222022
211103,C,7,08222022
211153,C,7,08222022
211148,C,10,08222022
211115,C,14,08222022
211075,C,8,08222022
211229,C,8,08222022
211245,C,8,08222022
211196,C,7,08222022
211250,C,17,08222022
211256,C,10,08222022
211265,C,7,08222022
211036,C,11,08222022
211268,C,8,08222022
211255,C,7,08222022
211191,C,16,08222022
211188,C,14,08222022
211279,C,14,08222022
211294,C,13,08222022
211184,C,9,08222022
211306,C,9,08222022
211215,C,10,08222022
211136,C,15,08222022
211243,C,10,08222022
211139,C,8,08222022
211066,C,10,08222022
211307,C,15,08222022
211288,C,15,08222022
211163,C,7,08222022
211199,C,9,08222022
211319,C,11,08222022
211236,C,10,08222022
211172,C,11,08222022
211053,C,13,08222022
211060,C,15,08222022
211232,C,15,08222022
211105,C,21,08222022
211019,C,13,08222022
211038,C,14,08222022
211052,C,13,08222022
211134,C,16,08222022
211039,C,12,08222022
211095,C,7,08222022
211154,C,12,08222022
211234,C,9,08222022
211240,C,15,08222022
211311,C,9,08222022
211210,C,9,08222022
211281,C,15,08222022
211004,C,17,08222022
211175,C,12,08222022
211008,C,11,08222022
211064,C,8,08222022
211303,C,10,08222022
211173,C,8,08222022
211069,C,10,08222022
211336,C,12,08222022
211033,C,9,08222022
211205,C,9,08222022
211030,C,13,08222022
211194,C,20,08222022
211347,C,8,08222022
211068,C,9,08222022
211270,C,8,08222022
211091,C,8,08222022
211046,C,7,08222022
211015,C,7,08222022
211058,C,9,08222022
211335,C,8,08222022
211298,C,8,08222022
211097,C,7,08222022
211120,C,12,08222022
211231,C,10,08222022
211150,C,7,08222022
211186,C,11,08222022
211183,C,10,08222022
211118,C,14,08222022
211048,C,13,08222022
211078,C,10,08222022
211318,C,10,08222022
211284,C,16,08222022
211090,C,9,08222022
211073,C,11,08222022
211050,C,8,08222022
211108,C,9,08222022
211076,C,11,08222022
211260,C,8,08222022
211242,C,9,08222022
211283,C,7,08222022
211299,C,8,08222022
211035,C,9,08222022
211087,C,15,08222022
211013,C,9,08222022
211217,C,7,08222022
211197,C,8,08222022
211200,C,7,08222022
211264,C,14,08222022
211152,C,10,08222022
211065,C,11,08222022
211280,C,9,08222022
211088,C,11,08222022
211190,C,10,08222022
211266,C,14,08222022
211301,C,16,08222022
211277,C,8,08222022
211238,C,7,08222022
211158,C,11,08222022
211047,C,21,08222022
211122,C,8,08222022
211223,C,12,08222022
211180,C,8,08222022
211131,C,10,08222022
211093,C,10,08222022
211054,C,8,08222022
211269,C,14,08222022
211128,C,15,08222022
211179,C,9,08222022
211129,C,11,08222022
211006,C,17,08222022
211022,C,19,08222022
211104,C,8,08222022
211330,C,14,08222022
211178,C,8,08222022
211096,C,9,08222022
211021,C,9,08222022
211063,C,8,08222022
211109,C,8,08222022
211275,C,13,08222022
211009,C,10,08222022
211308,C,9,08222022
211112,C,19,08222022
211338,C,8,08222022
211161,C,9,08222022
211099,C,9,08222022
211111,C,9,08222022
211141,C,8,08222022
211165,C,8,08222022
211003,C,10,08222022
211333,C,17,08222022
211143,C,8,08222022
211312,C,7,08222022
211315,C,8,08222022
211051,C,10,08222022
211002,C,9,08222022
211253,C,15,08222022
211041,C,7,08222022
211218,C,7,08222022
211249,C,7,08222022
211220,C,9,08222022
211168,C,17,08222022
211123,C,7,08222022
211219,C,7,08222022
211005,C,9,08222022
211160,C,8,08222022
211037,D ,12,08222022
211344,D ,13,08222022
211135,D ,7,08222022
211062,D ,10,08222022
211314,D ,7,08222022
211177,D ,9,08222022
211337,D ,13,08222022
211082,D ,17,08222022
211085,D ,11,08222022
211346,D ,7,08222022
211334,D ,7,08222022
211169,D ,7,08222022
211010,D ,7,08222022
211024,D ,7,08222022
211206,D ,7,08222022
211282,D ,11,08222022
211305,D ,8,08222022
211216,D ,11,08222022
211233,D ,7,08222022
211155,D ,12,08222022
211028,D ,9,08222022
211310,D ,14,08222022
211162,D ,8,08222022
211208,D ,17,08222022
211225,D ,7,08222022
211083,D ,9,08222022
211127,D ,16,08222022
211181,D ,8,08222022
211126,D ,11,08222022
211252,D ,21,08222022
211193,D ,7,08222022
211237,D ,9,08222022
211156,D ,12,08222022
211140,D ,7,08222022
211272,D ,11,08222022
211040,D ,7,08222022
211192,D ,7,08222022
211130,D ,7,08222022
211189,D ,7,08222022
211201,D ,7,08222022
211227,D ,7,08222022
211157,D ,9,08222022
211213,D ,21,08222022
211106,D ,9,08222022
211167,D ,7,08222022
211159,D ,11,08222022
211287,D ,7,08222022
211084,D ,7,08222022
211045,D ,8,08222022
211061,D ,14,08222022
211042,D ,9,08222022
211056,D ,10,08222022
211080,D ,15,08222022
211211,D ,10,08222022
211261,D ,8,08222022
211327,D ,7,08222022
211278,D ,7,08222022
211029,D ,7,08222022
211147,D ,8,08222022
211125,D ,7,08222022
211331,D ,8,08222022
211317,D ,7,08222022
211081,D ,,08222022
211012,D ,,08222022
211257,D ,,08222022
211016,D ,,08222022
211262,D ,,08222022
211214,D ,,08222022
211263,D ,,08222022
211244,D ,,08222022
211286,D ,,08222022
211074,D ,,08222022
211258,D ,,08222022
211251,D ,,08222022
211209,D ,,08222022
211212,D ,,08222022
211300,D ,,08222022
211228,D ,,08222022
211110,D ,,08222022
211202,D ,,08222022
211114,D ,,08222022
211079,D ,,08222022
211119,D ,,08222022
211007,D ,,08222022
211113,D ,,08222022
211171,D ,,08222022
211117,D ,,08222022
211241,D ,,08222022
211248,D ,,08222022
211324,D ,,08222022
211071,D ,,08222022
211072,D ,,08222022
211101,D ,,08222022
211182,D ,,08222022
211259,D ,,08222022
211070,D ,,08222022
211094,D ,,08222022
